X	Y
3.51333	42294.340
3.52000	42280.883
3.52667	42314.449
3.53333	42287.992
3.54000	42264.934
3.54667	42260.941
3.55333	42255.375
3.56000	42253.133
3.56667	42237.949
3.57333	42235.168
3.58000	42253.285
3.58667	42286.449
3.59333	42258.090
3.60000	42245.965
3.60667	42234.477
3.61333	42237.934
3.62000	42246.457
3.62667	42244.523
3.63333	42270.809
3.64000	42263.391
3.64667	42299.434
3.65333	42290.758
3.66000	42284.293
3.66667	42282.918
3.67333	42261.852
3.68000	42280.090
3.68667	42289.168
3.69333	42307.727
3.70000	42296.641
3.70667	42245.859
3.71333	42297.660
3.72000	42322.035
3.72667	42344.582
3.73333	42309.074
3.74000	42269.883
3.74667	42319.934
3.75333	42327.699
3.76000	42330.324
3.76667	42347.023
3.77333	42341.984
3.78000	42335.641
3.78667	42295.617
3.79333	42283.207
3.80000	42272.918
3.80667	42269.090
3.81333	42322.441
3.82000	42305.816
3.82667	42298.891
3.83333	42258.773
3.84000	42232.477
3.84667	42281.707
3.85333	42256.508
3.86000	42243.285
